"Season","Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"2003","Julio Mateo","Mariners","4","0","1","50","0","85.2","7.46","1.37","1.47",".234","81.6 %","31.0 %","11.1 %","3.15","4.13","4.15","0.5","1087"
"2016","Jeanmar Gomez","Phillies","3","5","37","70","0","68.2","6.16","2.88","0.79",".327","68.4 %","52.0 %","10.2 %","4.85","3.96","4.26","0.5","9033"
"2004","Mike Koplove","Diamondbacks","4","4","2","76","0","86.2","5.71","3.84","0.73",".296","72.8 %","56.4 %","10.4 %","4.05","4.28","4.33","0.5","63"
"2007","Chris Bootcheck","Angels","3","3","0","51","0","77.1","6.52","2.79","0.81",".310","66.9 %","43.6 %","7.8 %","4.77","4.09","4.38","0.5","1842"
"2006","Jon Rauch","Nationals","4","5","2","85","0","91.1","8.47","3.55","1.28",".264","80.8 %","30.2 %","10.5 %","3.35","4.36","4.42","0.5","1475"
"2014","A.J. Ramos","Marlins","7","0","0","68","0","64.0","10.27","6.05","0.14",".233","81.9 %","42.2 %","1.8 %","2.11","3.21","4.11","0.5","8350"
"2006","Matt Capps","Pirates","9","1","1","85","0","80.2","6.25","1.34","1.34",".280","74.5 %","40.7 %","12.2 %","3.79","4.25","4.03","0.5","4788"
"2003","Jason Grimsley","Royals","2","6","0","76","0","75.0","6.96","4.32","0.72",".340","68.0 %","63.6 %","13.6 %","5.16","4.16","3.98","0.5","602"
"2002","Braden Looper","Marlins","2","5","13","78","0","86.0","5.76","2.93","0.84",".253","78.2 %","45.1 %","9.5 %","3.14","3.90","4.05","0.5","526"
"2002","Felix Rodriguez","Giants","8","6","0","71","0","69.0","7.57","3.78","0.65",".250","67.1 %","34.7 %","5.8 %","4.17","3.66","4.44","0.5","1127"
"2009","Shawn Camp","Blue Jays","2","6","1","59","0","79.2","6.55","3.28","0.79",".281","72.8 %","55.3 %","10.6 %","3.50","4.03","3.97","0.5","1855"
"2002","David Weathers","Mets","6","3","0","71","0","77.1","7.10","4.19","0.70",".280","78.3 %","50.0 %","9.1 %","2.91","3.91","4.08","0.5","902"
"2016","Pedro Baez","Dodgers","3","2","0","73","0","74.0","10.09","2.68","1.34",".232","80.9 %","42.6 %","15.9 %","3.04","3.81","3.43","0.5","5420"
"2010","Jose Valverde","Tigers","2","4","26","60","0","63.0","9.00","4.57","0.71",".231","75.4 %","54.7 %","9.6 %","3.00","3.78","3.75","0.5","1726"
"2007","Rudy Seanez","Dodgers","6","3","1","73","0","76.0","8.64","3.20","1.18",".316","80.0 %","36.1 %","10.4 %","3.79","4.25","4.13","0.5","1279"
"2002","Kelvim Escobar","Blue Jays","5","7","38","76","0","78.0","9.81","5.08","1.15",".308","77.3 %","44.5 %","11.9 %","4.27","4.33","4.16","0.5","1298"
"2013","Vin Mazzaro","Pirates","8","2","1","57","0","73.2","5.62","2.57","0.37",".281","78.6 %","52.2 %","4.5 %","2.81","3.31","4.00","0.5","5231"
"2011","Henry Rodriguez","Nationals","3","3","2","59","0","65.2","9.59","6.17","0.14",".299","71.3 %","45.1 %","1.8 %","3.56","3.24","4.09","0.5","6371"
"2010","Francisco Cordero","Reds","6","5","40","75","0","72.2","7.31","4.46","0.62",".294","74.8 %","43.3 %","6.3 %","3.84","3.92","4.37","0.5","1243"
"2016","Blake Treinen","Nationals","4","1","1","73","0","67.0","8.46","4.16","0.67",".280","84.0 %","65.9 %","15.2 %","2.28","3.62","3.47","0.5","12572"
"2004","Shigetoshi Hasegawa","Mariners","4","6","0","68","0","68.0","6.09","4.10","0.66",".287","62.4 %","38.8 %","6.3 %","5.16","4.11","4.80","0.5","1082"
"2012","Adam Ottavino","Rockies","5","1","0","53","0","79.0","9.23","3.87","1.03",".313","70.1 %","47.9 %","16.1 %","4.56","3.85","3.41","0.5","1247"
"2012","Jamey Wright","Dodgers","5","3","0","66","0","67.2","7.18","3.99","0.27",".324","68.8 %","67.3 %","8.0 %","3.72","3.39","3.55","0.5","715"
"2014","Seth Maness","Cardinals","6","4","3","73","0","80.1","6.16","1.23","0.78",".289","76.1 %","56.0 %","11.5 %","2.91","3.38","3.19","0.5","12235"
"2006","Scott Downs","Blue Jays","5","1","1","54","0","61.2","7.44","3.50","0.88",".226","79.6 %","54.7 %","12.5 %","2.77","4.02","3.85","0.5","773"
"2006","Hector Carrasco","Angels","7","1","1","53","0","86.1","6.46","2.19","0.94",".270","77.9 %","51.7 %","11.7 %","3.02","3.97","3.87","0.5","1240"
"2011","Jose Veras","Pirates","2","4","1","79","0","71.0","10.01","4.31","0.76",".264","71.8 %","37.3 %","7.2 %","3.80","3.50","3.87","0.5","2063"
"2015","Will Harris","Astros","5","5","2","68","0","71.0","8.62","2.79","1.01",".192","87.4 %","50.5 %","14.8 %","1.90","3.66","3.31","0.5","3192"
"2012","Francisco Rodriguez","Brewers","2","7","3","78","0","72.0","9.00","3.88","1.00",".294","69.6 %","41.7 %","12.3 %","4.38","3.83","3.71","0.5","1642"
"2007","Chad Cordero","Nationals","3","3","37","76","0","75.0","7.44","3.48","0.96",".302","78.7 %","38.1 %","8.2 %","3.36","4.13","4.39","0.5","1816"
"2013","Jim Henderson","Brewers","5","5","28","61","0","60.0","11.25","3.60","1.20",".261","88.4 %","27.6 %","12.5 %","2.70","3.58","3.31","0.5","6653"
"2017","Dan Otero","Indians","3","0","0","52","0","60.0","5.70","1.35","0.90",".302","77.0 %","63.5 %","26.1 %","2.85","3.64","3.02","0.4","7385"
"2004","Rheal Cormier","Phillies","4","5","0","84","0","81.0","5.11","2.89","0.78",".256","75.7 %","53.3 %","10.1 %","3.56","4.18","4.27","0.4","952"
"2011","Grant Balfour","Athletics","5","2","2","62","0","62.0","8.56","2.90","1.16",".232","89.0 %","37.9 %","11.0 %","2.47","3.77","3.57","0.4","718"
"2008","Matt Herges","Rockies","3","4","0","58","0","64.1","6.44","3.36","0.70",".346","67.3 %","39.8 %","6.8 %","5.04","4.06","4.55","0.4","780"
"2003","Jose Jimenez","Rockies","1","6","20","56","0","62.0","4.50","3.05","0.73",".346","66.0 %","61.0 %","10.4 %","5.81","4.24","4.32","0.4","435"
"2004","Antonio Alfonseca","Braves","6","4","0","79","0","73.2","5.50","3.42","0.61",".281","81.5 %","60.4 %","10.9 %","2.57","3.85","3.85","0.4","260"
"2002","Justin Speier","Rockies","5","1","1","63","0","62.1","6.79","2.74","1.30",".232","69.5 %","29.6 %","9.8 %","4.33","4.39","4.56","0.4","451"
"2008","Jamey Wright","Rangers","8","7","0","75","0","84.1","6.40","3.74","0.53",".325","61.2 %","61.5 %","10.0 %","5.12","4.01","4.02","0.4","715"
"2009","LaTroy Hawkins","Astros","1","4","11","65","0","63.1","6.39","2.27","0.99",".280","90.9 %","44.8 %","11.9 %","2.13","3.97","3.75","0.4","729"
"2017","Zach McAllister","Indians","2","2","0","50","0","62.0","9.58","3.05","1.16",".294","89.3 %","35.8 %","11.8 %","2.61","3.77","4.04","0.4","2895"
"2005","Brendan Donnelly","Angels","9","3","0","66","0","65.1","7.30","2.62","1.24",".271","74.6 %","32.8 %","10.1 %","3.72","4.15","4.24","0.4","1441"
"2015","Randall Delgado","Diamondbacks","8","4","1","63","0","69.2","9.17","4.00","0.90",".273","82.1 %","42.9 %","9.3 %","2.84","3.78","4.06","0.4","5985"
"2005","Justin Speier","Blue Jays","3","2","0","65","0","66.2","7.56","2.03","1.35",".211","88.5 %","33.0 %","11.0 %","2.57","4.10","4.03","0.4","451"
"2010","Craig Breslow","Athletics","4","4","5","75","0","74.2","8.56","3.50","1.08",".226","80.7 %","29.6 %","8.1 %","3.01","3.91","4.16","0.4","4363"
"2008","Dennis Sarfate","Orioles","4","1","0","53","0","64.0","9.98","6.75","0.42",".265","76.3 %","40.0 %","4.7 %","3.38","4.01","4.72","0.4","2174"
"2006","Shawn Camp","Devil Rays","7","4","4","75","0","75.0","6.36","2.28","1.08",".350","71.4 %","56.9 %","15.0 %","4.68","4.33","3.90","0.4","1855"
"2017","Alex Wilson","Tigers","2","5","2","66","0","60.0","6.30","2.25","1.05",".311","67.8 %","41.6 %","10.0 %","4.50","4.17","4.73","0.4","9239"
"2008","Cory Wade","Dodgers","2","1","0","55","0","71.1","6.43","1.89","0.88",".222","79.7 %","40.8 %","9.2 %","2.27","3.78","3.91","0.4","7570"
"2013","Tyler Clippard","Nationals","6","3","0","72","0","71.0","9.25","3.04","1.14",".170","87.8 %","27.9 %","9.4 %","2.41","3.82","4.02","0.4","5640"
"2002","Mark Wohlers","Indians","3","4","7","64","0","71.1","5.80","3.28","0.76",".291","64.4 %","54.4 %","10.0 %","4.79","3.99","4.06","0.4","414"
"2011","Nick Masset","Reds","3","6","1","75","0","70.1","7.93","3.97","0.64",".332","77.2 %","50.0 %","7.9 %","3.71","3.55","3.75","0.4","7267"
"2011","Blake Wood","Royals","5","3","1","55","0","69.2","8.01","4.13","0.65",".303","75.5 %","53.2 %","8.6 %","3.75","3.69","3.80","0.4","1345"
"2014","Ronald Belisario","White Sox","4","8","8","62","0","66.1","6.38","2.44","0.54",".339","57.7 %","59.3 %","8.0 %","5.56","3.54","3.69","0.4","2203"
"2012","Shawn Camp","Cubs","3","6","2","80","0","77.2","6.26","2.43","0.81",".294","75.4 %","47.4 %","8.4 %","3.59","3.69","4.08","0.4","1855"
"2013","Chad Qualls","Marlins","5","2","0","66","0","62.0","7.11","2.76","0.58",".298","82.9 %","63.3 %","11.4 %","2.61","3.32","3.25","0.4","2170"
"2016","Matt Barnes","Red Sox","4","3","1","62","0","66.2","9.59","4.19","0.81",".318","73.1 %","45.6 %","10.0 %","4.05","3.72","4.05","0.4","12863"
"2016","Bryan Shaw","Indians","2","5","1","75","0","66.2","9.32","3.78","1.08",".284","80.0 %","53.7 %","16.7 %","3.24","3.94","3.58","0.4","8110"
"2011","Mitchell Boggs","Cardinals","2","3","4","51","0","60.2","7.12","3.12","0.59",".314","73.1 %","51.4 %","7.7 %","3.56","3.44","3.66","0.4","3344"
